z,n,name,bindingEnergy,bindingEnergyUncertainty
60,92,152Nd,8.22E+3,1.61E-1
60,91,151Nd,8.23E+3,7.50E-3
60,90,150Nd,8.24E+3,7.50E-3
60,99,159Nd,8.08E+3,1.87E-1
60,98,158Nd,8.11E+3,8.30E-3
60,97,157Nd,8.13E+3,1.36E-2
60,69,129Nd,8.19E+3,2.00
60,69,129Nd,8.19E+3,2.00
60,68,128Nd,8.17E+3,2.00
60,67,127Nd,8.14E+3,2.00
60,66,126Nd,8.12E+3,2.00
60,65,125Nd,8.08E+3,3.00
61,69,130Pm,8.13E+3,2.00
61,68,129Pm,8.11E+3,2.00
61,67,128Pm,8.07E+3,2.00
61,75,136Pm,8.24E+3,5.07E-1
61,75,136Pm,8.24E+3,5.07E-1
61,74,135Pm,8.23E+3,6.14E-1
61,74,135Pm,8.23E+3,6.14E-1
61,73,134Pm,8.21E+3,3.12E-1
61,73,134Pm,8.21E+3,3.12E-1
61,72,133Pm,8.20E+3,3.78E-1
61,72,133Pm,8.20E+3,3.78E-1
61,71,132Pm,8.17E+3,1.00
61,70,131Pm,8.16E+3,2.00
61,79,140Pm,8.28E+3,1.73E-1
61,79,140Pm,8.28E+3,1.73E-1
61,78,139Pm,8.28E+3,9.78E-2
61,78,139Pm,8.28E+3,9.78E-2
61,77,138Pm,8.26E+3,8.40E-2
61,76,137Pm,8.26E+3,9.52E-2
61,76,137Pm,8.26E+3,9.52E-2
61,86,147Pm,8.28E+3,8.80E-3
61,85,146Pm,8.28E+3,2.93E-2
61,84,145Pm,8.30E+3,1.93E-2
61,83,144Pm,8.30E+3,2.02E-2
61,82,143Pm,8.31E+3,2.06E-2
61,81,142Pm,8.30E+3,1.66E-1
61,80,141Pm,8.30E+3,9.90E-2
61,89,150Pm,8.24E+3,1.33E-1
61,88,149Pm,8.26E+3,1.47E-2
61,87,148Pm,8.26E+3,3.83E-2
61,87,148Pm,8.26E+3,3.83E-2
61,97,158Pm,8.14E+3,5.60E-3
61,96,157Pm,8.16E+3,4.46E-2
61,95,156Pm,8.17E+3,7.60E-3
61,95,156Pm,8.17E+3,7.60E-3
61,94,155Pm,8.19E+3,3.04E-2
61,93,154Pm,8.20E+3,1.62E-1
61,93,154Pm,8.20E+3,1.62E-1
61,92,153Pm,8.22E+3,5.92E-2
61,91,152Pm,8.22E+3,1.70E-1
61,91,152Pm,8.22E+3,1.70E-1
61,91,152Pm,8.22E+3,1.70E-1
61,90,151Pm,8.24E+3,3.05E-2
61,99,160Pm,8.10E+3,1.28E-2
61,99,160Pm,8.10E+3,1.28E-2
61,98,159Pm,8.12E+3,6.31E-2
61,104,165Pm,7.99E+3,3.00
61,100,161Pm,8.08E+3,5.61E-2
61,101,162Pm,8.06E+3,2.00
61,102,163Pm,8.04E+3,2.00
61,103,164Pm,8.01E+3,2.00
62,67,129Sm,8.02E+3,4.00
62,68,130Sm,8.06E+3,3.00
62,69,131Sm,8.08E+3,3.00
62,77,139Sm,8.24E+3,7.83E-2
62,77,139Sm,8.24E+3,7.83E-2
62,78,140Sm,8.26E+3,8.93E-2
62,79,141Sm,8.26E+3,6.05E-2
62,79,141Sm,8.26E+3,6.05E-2
62,70,132Sm,8.12E+3,2.00
62,71,133Sm,8.13E+3,2.00
62,71,133Sm,8.13E+3,2.00
62,72,134Sm,8.16E+3,1.00
62,73,135Sm,8.17E+3,1.14
62,74,136Sm,8.20E+3,9.19E-2
62,75,137Sm,8.21E+3,2.08E-1
62,76,138Sm,8.23E+3,8.56E-2
62,88,150Sm,8.26E+3,7.40E-3
62,89,151Sm,8.24E+3,7.40E-3
62,80,142Sm,8.28E+3,1.31E-2
62,81,143Sm,8.28E+3,1.91E-2
62,81,143Sm,8.28E+3,1.91E-2
62,82,144Sm,8.30E+3,1.01E-2
62,83,145Sm,8.29E+3,1.02E-2
62,84,146Sm,8.29E+3,2.08E-2
62,85,147Sm,8.28E+3,8.60E-3
62,86,148Sm,8.27E+3,8.40E-3
62,87,149Sm,8.26E+3,7.80E-3
62,102,164Sm,8.06E+3,2.50E-2
62,101,163Sm,8.08E+3,4.51E-2
62,100,162Sm,8.10E+3,2.18E-2
62,106,168Sm,7.97E+3,2.00
62,105,167Sm,7.99E+3,3.00
62,104,166Sm,8.02E+3,2.00
62,103,165Sm,8.04E+3,2.00
62,99,161Sm,8.12E+3,4.23E-2
62,90,152Sm,8.24E+3,6.70E-3
62,91,153Sm,8.22E+3,6.70E-3
62,92,154Sm,8.22E+3,8.50E-3
62,93,155Sm,8.21E+3,8.60E-3
62,94,156Sm,8.20E+3,5.46E-2
62,95,157Sm,8.18E+3,2.82E-2
62,96,158Sm,8.17E+3,3.03E-2
62,97,159Sm,8.15E+3,3.73E-2
62,98,160Sm,8.14E+3,1.22E-2
63,107,170Eu,7.96E+3,3.00
63,106,169Eu,7.99E+3,3.00
63,101,164Eu,8.09E+3,1.26E-2
63,100,163Eu,8.11E+3,5.60E-3
63,103,166Eu,8.05E+3,1.00
63,102,165Eu,8.08E+3,3.16E-2
63,105,168Eu,8.01E+3,2.00
63,104,167Eu,8.03E+3,2.00
63,67,130Eu,7.95E+3,4.00
63,68,131Eu,7.99E+3,3.00
63,69,132Eu,8.01E+3,3.00
63,78,141Eu,8.21E+3,8.96E-2
63,78,141Eu,8.21E+3,8.96E-2
63,79,142Eu,8.22E+3,2.11E-1
63,79,142Eu,8.22E+3,2.11E-1
63,71,134Eu,8.07E+3,2.00
63,72,135Eu,8.10E+3,1.00
63,73,136Eu,8.12E+3,1.00
63,73,136Eu,8.12E+3,1.00
63,74,137Eu,8.15E+3,3.20E-2
63,75,138Eu,8.16E+3,2.02E-1
63,76,139Eu,8.18E+3,9.46E-2
63,77,140Eu,8.19E+3,3.68E-1
63,77,140Eu,8.19E+3,3.68E-1
63,89,152Eu,8.22E+3,7.70E-3
63,89,152Eu,8.22E+3,7.70E-3
63,89,152Eu,8.22E+3,7.70E-3
63,80,143Eu,8.24E+3,7.67E-2
63,81,144Eu,8.25E+3,7.49E-2
63,82,145Eu,8.26E+3,2.11E-2
63,83,146Eu,8.26E+3,4.12E-2
63,84,147Eu,8.26E+3,1.75E-2
63,85,148Eu,8.25E+3,6.73E-2
63,86,149Eu,8.25E+3,2.62E-2
63,87,150Eu,8.24E+3,4.15E-2
63,87,150Eu,8.24E+3,4.15E-2
63,88,151Eu,8.23E+3,7.70E-3
63,90,153Eu,8.22E+3,7.70E-3
63,91,154Eu,8.21E+3,7.70E-3
63,91,154Eu,8.21E+3,7.70E-3
63,92,155Eu,8.21E+3,8.10E-3
63,93,156Eu,8.20E+3,2.25E-2
63,94,157Eu,8.19E+3,2.70E-2
63,95,158Eu,8.18E+3,1.29E-2
63,96,159Eu,8.17E+3,2.72E-2
63,97,160Eu,8.16E+3,5.70E-3
63,97,160Eu,8.16E+3,5.70E-3
63,98,161Eu,8.14E+3,6.46E-2
63,99,162Eu,8.12E+3,8.10E-3
63,99,162Eu,8.12E+3,8.10E-3
64,79,143Gd,8.19E+3,1.40
64,79,143Gd,8.19E+3,1.40
64,70,134Gd,8.00E+3,3.00
64,72,136Gd,8.06E+3,2.00
64,71,135Gd,8.02E+3,3.00
64,74,138Gd,8.11E+3,1.00
64,73,137Gd,8.08E+3,2.00
64,76,140Gd,8.15E+3,1.99E-1
64,75,139Gd,8.12E+3,1.00
64,75,139Gd,8.12E+3,1.00
64,78,142Gd,8.19E+3,1.96E-1
64,77,141Gd,8.16E+3,1.40E-1
64,77,141Gd,8.16E+3,1.40E-1
64,81,145Gd,8.22E+3,1.36E-1
64,81,145Gd,8.22E+3,1.36E-1
64,80,144Gd,8.22E+3,1.94E-1
64,83,147Gd,8.24E+3,1.28E-2
64,82,146Gd,8.24E+3,2.79E-2
64,85,149Gd,8.23E+3,2.22E-2
64,84,148Gd,8.24E+3,9.90E-3
64,87,151Gd,8.23E+3,1.98E-2
64,86,150Gd,8.24E+3,4.04E-2
64,89,153Gd,8.22E+3,6.60E-3
64,88,152Gd,8.23E+3,6.60E-3
64,90,154Gd,8.22E+3,6.50E-3
64,92,156Gd,8.21E+3,6.30E-3
64,91,155Gd,8.21E+3,6.30E-3
64,94,158Gd,8.20E+3,6.20E-3
64,93,157Gd,8.20E+3,6.20E-3
64,96,160Gd,8.18E+3,7.00E-3
64,95,159Gd,8.18E+3,6.20E-3
64,98,162Gd,8.15E+3,2.45E-2
64,97,161Gd,8.16E+3,9.29E-3
64,99,163Gd,8.14E+3,4.90E-3
64,99,163Gd,8.14E+3,4.90E-3
64,104,168Gd,8.06E+3,2.00
64,103,167Gd,8.07E+3,3.12E-2
64,102,166Gd,8.09E+3,9.50E-3
64,101,165Gd,8.11E+3,7.90E-3
64,100,164Gd,8.12E+3,6.10E-3
64,108,172Gd,7.97E+3,2.00
64,107,171Gd,7.99E+3,3.00
64,106,170Gd,8.01E+3,3.00
64,105,169Gd,8.03E+3,2.00
65,101,166Tb,8.11E+3,8.80E-3
65,100,165Tb,8.13E+3,9.29E-3
65,103,168Tb,8.08E+3,2.50E-2
65,102,167Tb,8.10E+3,1.15E-2
65,109,174Tb,7.96E+3,3.00
65,108,173Tb,7.98E+3,3.00
65,105,170Tb,8.04E+3,2.00
65,104,169Tb,8.06E+3,2.00
65,107,172Tb,8.00E+3,3.00
65,106,171Tb,8.03E+3,2.00
65,80,145Tb,8.17E+3,7.64E-1
65,82,147Tb,8.20E+3,5.51E-2
65,82,147Tb,8.20E+3,5.51E-2
65,81,146Tb,8.18E+3,3.07E-1
65,81,146Tb,8.18E+3,3.07E-1
65,84,149Tb,8.20E+3,2.44E-2
65,84,149Tb,8.20E+3,2.44E-2
65,83,148Tb,8.20E+3,8.42E-2
65,83,148Tb,8.20E+3,8.42E-2
65,86,151Tb,8.20E+3,2.71E-2
65,86,151Tb,8.20E+3,2.71E-2
65,85,150Tb,8.20E+3,4.91E-2
65,85,150Tb,8.20E+3,4.91E-2
65,88,153Tb,8.20E+3,2.58E-2
65,87,152Tb,8.20E+3,2.63E-1
65,87,152Tb,8.20E+3,2.63E-1
65,89,154Tb,8.19E+3,2.94E-1
65,89,154Tb,8.19E+3,2.94E-1
65,89,154Tb,8.19E+3,2.94E-1
65,91,156Tb,8.19E+3,2.42E-2
65,91,156Tb,8.19E+3,2.42E-2
65,91,156Tb,8.19E+3,2.42E-2
65,90,155Tb,8.20E+3,6.34E-2
65,93,158Tb,8.18E+3,8.00E-3
65,93,158Tb,8.18E+3,8.00E-3
65,92,157Tb,8.19E+3,6.50E-3
65,95,160Tb,8.17E+3,6.90E-3
65,94,159Tb,8.18E+3,6.90E-3
65,97,162Tb,8.16E+3,1.27E-2
65,97,162Tb,8.16E+3,1.27E-2
65,96,161Tb,8.17E+3,7.60E-3
65,99,164Tb,8.13E+3,1.14E-2
65,99,164Tb,8.13E+3,1.14E-2
65,98,163Tb,8.15E+3,2.48E-2
65,70,135Tb,7.93E+3,3.00
65,73,138Tb,8.01E+3,2.00
65,75,140Tb,8.06E+3,5.71
65,74,139Tb,8.05E+3,2.00
65,77,142Tb,8.11E+3,4.93
65,77,142Tb,8.11E+3,4.93
65,76,141Tb,8.09E+3,7.46E-1
65,79,144Tb,8.15E+3,1.94E-1
65,79,144Tb,8.15E+3,1.94E-1
65,78,143Tb,8.13E+3,3.58E-1
65,78,143Tb,8.13E+3,3.58E-1
66,75,141Dy,8.02E+3,2.00
66,76,142Dy,8.06E+3,5.00
66,73,139Dy,7.97E+3,4.00
66,74,140Dy,8.00E+3,3.00
66,79,145Dy,8.11E+3,4.50E-2
66,79,145Dy,8.11E+3,4.50E-2
66,77,143Dy,8.07E+3,9.12E-2
66,77,143Dy,8.07E+3,9.12E-2
66,78,144Dy,8.10E+3,4.97E-2
66,82,148Dy,8.18E+3,5.89E-2
66,83,149Dy,8.17E+3,6.16E-2
66,83,149Dy,8.17E+3,6.16E-2
66,80,146Dy,8.14E+3,4.59E-2
66,80,146Dy,8.14E+3,4.59E-2
66,81,147Dy,8.15E+3,6.02E-2
66,81,147Dy,8.15E+3,6.02E-2
66,86,152Dy,8.19E+3,3.02E-2
66,87,153Dy,8.18E+3,2.62E-2
66,84,150Dy,8.18E+3,2.88E-2
66,85,151Dy,8.18E+3,2.14E-2
66,88,154Dy,8.19E+3,4.83E-2
66,89,155Dy,8.18E+3,6.22E-2
66,90,156Dy,8.19E+3,6.30E-3
66,93,159Dy,8.18E+3,9.10E-3
66,94,160Dy,8.18E+3,4.40E-3
66,91,157Dy,8.18E+3,3.28E-2
66,92,158Dy,8.19E+3,1.48E-2
66,97,163Dy,8.16E+3,4.30E-3
66,98,164Dy,8.15E+3,4.20E-3
66,95,161Dy,8.17E+3,4.30E-3
66,96,162Dy,8.17E+3,4.30E-3
66,99,165Dy,8.14E+3,4.20E-3
66,99,165Dy,8.14E+3,4.20E-3
66,110,176Dy,7.96E+3,3.00
66,102,168Dy,8.11E+3,8.33E-1
66,101,167Dy,8.12E+3,2.40E-2
66,100,166Dy,8.13E+3,4.79E-3
66,106,172Dy,8.04E+3,2.00
66,106,172Dy,8.04E+3,2.00
66,105,171Dy,8.06E+3,1.00
66,104,170Dy,8.08E+3,1.00
66,103,169Dy,8.09E+3,1.77
66,109,175Dy,7.98E+3,3.00
66,108,174Dy,8.01E+3,3.00
66,107,173Dy,8.02E+3,2.00
67,73,140Ho,7.90E+3,4.00
67,76,143Ho,7.99E+3,2.00
67,77,144Ho,8.01E+3,5.89E-2
67,74,141Ho,7.94E+3,3.00
67,75,142Ho,7.96E+3,3.00
67,78,145Ho,8.04E+3,5.14E-2
67,79,146Ho,8.06E+3,4.51E-2
67,80,147Ho,8.09E+3,3.40E-2
67,83,150Ho,8.13E+3,9.45E-2
67,83,150Ho,8.13E+3,9.45E-2
67,84,151Ho,8.14E+3,5.50E-2
67,84,151Ho,8.14E+3,5.50E-2
67,81,148Ho,8.10E+3,5.66E-1
67,81,148Ho,8.10E+3,5.66E-1
67,82,149Ho,8.13E+3,8.04E-2
67,82,149Ho,8.13E+3,8.04E-2
67,87,154Ho,8.15E+3,5.34E-2
67,87,154Ho,8.15E+3,5.34E-2
67,88,155Ho,8.15E+3,1.12E-1
67,85,152Ho,8.14E+3,8.24E-2
67,85,152Ho,8.14E+3,8.24E-2
67,86,153Ho,8.15E+3,3.31E-2
67,86,153Ho,8.15E+3,3.31E-2
67,89,156Ho,8.15E+3,2.46E-1
67,89,156Ho,8.15E+3,2.46E-1
67,89,156Ho,8.15E+3,2.46E-1
67,90,157Ho,8.16E+3,1.49E-1
67,91,158Ho,8.15E+3,1.71E-1
67,91,158Ho,8.15E+3,1.71E-1
67,91,158Ho,8.15E+3,1.71E-1
67,94,161Ho,8.16E+3,1.34E-2
67,94,161Ho,8.16E+3,1.34E-2
67,95,162Ho,8.15E+3,1.91E-2
67,95,162Ho,8.15E+3,1.91E-2
67,92,159Ho,8.16E+3,1.91E-2
67,92,159Ho,8.16E+3,1.91E-2
67,93,160Ho,8.15E+3,9.39E-2
67,93,160Ho,8.15E+3,9.39E-2
67,93,160Ho,8.15E+3,9.39E-2
67,98,165Ho,8.14E+3,4.79E-3
67,99,166Ho,8.13E+3,4.70E-3
67,99,166Ho,8.13E+3,4.70E-3
67,96,163Ho,8.15E+3,4.30E-3
67,96,163Ho,8.15E+3,4.30E-3
67,97,164Ho,8.14E+3,8.50E-3
67,97,164Ho,8.14E+3,8.50E-3
67,101,168Ho,8.11E+3,1.78E-1
67,101,168Ho,8.11E+3,1.78E-1
67,100,167Ho,8.13E+3,3.11E-2
67,103,170Ho,8.09E+3,2.94E-1
67,103,170Ho,8.09E+3,2.94E-1
67,102,169Ho,8.10E+3,1.18E-1
67,105,172Ho,8.06E+3,1.00
67,104,171Ho,8.08E+3,3.50
67,107,174Ho,8.03E+3,2.00
67,106,173Ho,8.05E+3,2.00
67,109,176Ho,7.99E+3,3.00
67,108,175Ho,8.01E+3,2.00
67,110,177Ho,7.98E+3,3.00
67,111,178Ho,7.95E+3,3.00
68,108,176Er,8.03E+3,2.00
68,107,175Er,8.04E+3,2.00
68,106,174Er,8.06E+3,2.00
68,106,174Er,8.06E+3,2.00
68,105,173Er,8.07E+3,1.00
68,104,172Er,8.09E+3,2.30E-2
68,103,171Er,8.09E+3,8.20E-3
68,102,170Er,8.11E+3,8.20E-3
68,101,169Er,8.11E+3,1.80E-3
68,100,168Er,8.12E+3,1.60E-3
68,109,177Er,8.01E+3,3.00
68,112,180Er,7.96E+3,3.00
68,111,179Er,7.97E+3,3.00
68,110,178Er,7.99E+3,3.00
68,78,146Er,8.01E+3,4.59E-2
68,77,145Er,7.97E+3,1.00
68,77,145Er,7.97E+3,1.00
68,76,144Er,7.95E+3,1.00
68,75,143Er,7.91E+3,3.00
68,79,147Er,8.02E+3,2.59E-1
68,79,147Er,8.02E+3,2.59E-1
68,81,149Er,8.07E+3,1.87E-1
68,81,149Er,8.07E+3,1.87E-1
68,80,148Er,8.05E+3,6.92E-2
68,85,153Er,8.11E+3,6.07E-2
68,84,152Er,8.11E+3,5.81E-2
68,83,151Er,8.10E+3,1.09E-1
68,83,151Er,8.10E+3,1.09E-1
68,82,150Er,8.10E+3,1.14E-1
68,89,157Er,8.13E+3,1.68E-1
68,88,156Er,8.14E+3,1.57E-1
68,87,155Er,8.12E+3,3.92E-2
68,86,154Er,8.13E+3,3.22E-2
68,92,160Er,8.15E+3,1.51E-1
68,91,159Er,8.14E+3,2.29E-2
68,90,158Er,8.14E+3,1.59E-1
68,96,164Er,8.14E+3,4.30E-3
68,95,163Er,8.14E+3,2.84E-2
68,94,162Er,8.15E+3,4.70E-3
68,93,161Er,8.14E+3,5.45E-2
68,99,167Er,8.13E+3,1.70E-3
68,99,167Er,8.13E+3,1.70E-3
68,98,166Er,8.14E+3,2.00E-3
68,97,165Er,8.13E+3,5.60E-3
69,75,144Tm,7.85E+3,3.00
69,79,148Tm,7.96E+3,6.92E-2
69,78,147Tm,7.94E+3,4.65E-2
69,77,146Tm,7.91E+3,1.00
69,77,146Tm,7.91E+3,1.00
69,77,146Tm,7.91E+3,1.00
69,76,145Tm,7.88E+3,1.00
69,82,151Tm,8.05E+3,1.28E-1
69,82,151Tm,8.05E+3,1.28E-1
69,81,150Tm,8.02E+3,1.00
69,81,150Tm,8.02E+3,1.00
69,80,149Tm,8.00E+3,1.00
69,86,155Tm,8.08E+3,6.40E-2
69,86,155Tm,8.08E+3,6.40E-2
69,85,154Tm,8.07E+3,9.36E-2
69,85,154Tm,8.07E+3,9.36E-2
69,84,153Tm,8.07E+3,7.83E-2
69,84,153Tm,8.07E+3,7.83E-2
69,83,152Tm,8.05E+3,3.55E-1
69,83,152Tm,8.05E+3,3.55E-1
69,89,158Tm,8.10E+3,1.59E-1
69,88,157Tm,8.10E+3,1.78E-1
69,87,156Tm,8.08E+3,9.15E-2
69,93,162Tm,8.11E+3,1.60E-1
69,93,162Tm,8.11E+3,1.60E-1
69,92,161Tm,8.12E+3,1.73E-1
69,92,161Tm,8.12E+3,1.73E-1
69,91,160Tm,8.11E+3,2.04E-1
69,91,160Tm,8.11E+3,2.04E-1
69,90,159Tm,8.11E+3,1.75E-1
69,97,166Tm,8.11E+3,6.96E-2
69,97,166Tm,8.11E+3,6.96E-2
69,96,165Tm,8.12E+3,1.01E-2
69,95,164Tm,8.11E+3,1.52E-1
69,95,164Tm,8.11E+3,1.52E-1
69,94,163Tm,8.12E+3,3.37E-2
69,99,168Tm,8.11E+3,1.00E-2
69,98,167Tm,8.12E+3,7.50E-3
69,109,178Tm,8.01E+3,2.00
69,108,177Tm,8.03E+3,1.00
69,108,177Tm,8.03E+3,1.00
69,105,174Tm,8.07E+3,2.57E-1
69,105,174Tm,8.07E+3,2.57E-1
69,104,173Tm,8.08E+3,2.54E-2
69,107,176Tm,8.04E+3,5.68E-1
69,106,175Tm,8.06E+3,2.85E-1
69,101,170Tm,8.10E+3,4.30E-3
69,100,169Tm,8.11E+3,4.40E-3
69,103,172Tm,8.09E+3,3.19E-2
69,102,171Tm,8.10E+3,5.70E-3
69,112,181Tm,7.96E+3,3.00
69,111,180Tm,7.98E+3,2.00
69,110,179Tm,8.00E+3,2.00
70,79,149Yb,7.92E+3,2.00
70,89,159Yb,8.07E+3,1.10E-1
70,86,156Yb,8.06E+3,5.97E-2
70,85,155Yb,8.04E+3,1.07E-1
70,88,158Yb,8.07E+3,5.05E-2
70,87,157Yb,8.06E+3,6.95E-2
70,82,152Yb,8.01E+3,9.84E-1
70,81,151Yb,7.98E+3,1.99
70,81,151Yb,7.98E+3,1.99
70,84,154Yb,8.03E+3,1.12E-1
70,83,153Yb,8.02E+3,1.00
70,80,150Yb,7.96E+3,2.00
70,97,167Yb,8.10E+3,2.37E-2
70,96,166Yb,8.11E+3,4.22E-2
70,99,169Yb,8.10E+3,1.10E-3
70,99,169Yb,8.10E+3,1.10E-3
70,98,168Yb,8.11E+3,6.00E-4
70,93,163Yb,8.09E+3,9.27E-2
70,92,162Yb,8.10E+3,9.32E-2
70,95,165Yb,8.10E+3,1.60E-1
70,94,164Yb,8.10E+3,9.21E-2
70,91,161Yb,8.09E+3,9.38E-2
70,90,160Yb,8.09E+3,3.43E-2
70,101,171Yb,8.09E+3,3.00E-4
70,100,170Yb,8.10E+3,3.00E-4
70,112,182Yb,7.98E+3,2.00
70,111,181Yb,7.99E+3,2.00
70,110,180Yb,8.01E+3,2.00
70,105,175Yb,8.07E+3,5.00E-4
70,104,174Yb,8.08E+3,3.00E-4
70,103,173Yb,8.08E+3,3.00E-4
70,102,172Yb,8.09E+3,3.00E-4
70,109,179Yb,8.02E+3,1.00
70,108,178Yb,8.04E+3,3.70E-2
70,107,177Yb,8.04E+3,1.30E-3
70,107,177Yb,8.04E+3,1.30E-3
70,106,176Yb,8.06E+3,3.00E-4
70,106,176Yb,8.06E+3,3.00E-4
70,115,185Yb,7.92E+3,3.00
70,114,184Yb,7.95E+3,3.00
70,113,183Yb,7.96E+3,2.00
71,102,173Lu,8.07E+3,9.10E-3
71,101,172Lu,8.07E+3,1.36E-2
71,101,172Lu,8.07E+3,1.36E-2
71,104,175Lu,8.06E+3,6.90E-3
71,103,174Lu,8.07E+3,8.99E-3
71,103,174Lu,8.07E+3,8.99E-3
71,106,177Lu,8.05E+3,6.90E-3
71,106,177Lu,8.05E+3,6.90E-3
71,105,176Lu,8.05E+3,6.90E-3
71,105,176Lu,8.05E+3,6.90E-3
71,108,179Lu,8.03E+3,2.88E-2
71,107,178Lu,8.04E+3,1.27E-2
71,107,178Lu,8.04E+3,1.27E-2
71,109,180Lu,8.02E+3,3.92E-1
71,111,182Lu,7.99E+3,1.00
71,110,181Lu,8.01E+3,6.94E-1
71,100,171Lu,8.08E+3,1.09E-2
71,100,171Lu,8.08E+3,1.09E-2
71,113,184Lu,7.96E+3,1.00
71,112,183Lu,7.98E+3,4.37E-1
71,115,186Lu,7.93E+3,2.00
71,114,185Lu,7.95E+3,2.00
71,117,188Lu,7.90E+3,2.00
71,116,187Lu,7.92E+3,2.00
71,87,158Lu,8.01E+3,9.56E-2
71,86,157Lu,8.01E+3,7.69E-2
71,86,157Lu,8.01E+3,7.69E-2
71,89,160Lu,8.03E+3,3.55E-1
71,89,160Lu,8.03E+3,3.55E-1
71,88,159Lu,8.03E+3,2.36E-1
71,83,154Lu,7.96E+3,1.00
71,83,154Lu,7.96E+3,1.00
71,82,153Lu,7.95E+3,9.80E-1
71,85,156Lu,7.99E+3,3.46E-1
71,85,156Lu,7.99E+3,3.46E-1
71,84,155Lu,7.98E+3,1.24E-1
71,84,155Lu,7.98E+3,1.24E-1
71,81,152Lu,7.92E+3,1.00
71,80,151Lu,7.90E+3,2.00
71,80,151Lu,7.90E+3,2.00
71,98,169Lu,8.08E+3,1.78E-2
71,98,169Lu,8.08E+3,1.78E-2
71,97,168Lu,8.08E+3,2.26E-1
71,97,168Lu,8.08E+3,2.26E-1
71,99,170Lu,8.08E+3,9.90E-2
71,99,170Lu,8.08E+3,9.90E-2
71,94,165Lu,8.07E+3,1.60E-1
71,93,164Lu,8.06E+3,1.70E-1
71,96,167Lu,8.08E+3,2.23E-1
71,96,167Lu,8.08E+3,2.23E-1
71,95,166Lu,8.07E+3,1.79E-1
71,95,166Lu,8.07E+3,1.79E-1
71,95,166Lu,8.07E+3,1.79E-1
71,90,161Lu,8.05E+3,1.73E-1
71,92,163Lu,8.06E+3,1.71E-1
71,91,162Lu,8.05E+3,4.63E-1
71,91,162Lu,8.05E+3,4.63E-1
71,91,162Lu,8.05E+3,4.63E-1
71,79,150Lu,7.86E+3,2.00
72,89,161Hf,8.00E+3,1.45E-1
72,87,159Hf,7.98E+3,1.05E-1
72,88,160Hf,8.00E+3,5.96E-2
72,85,157Hf,7.96E+3,1.00
72,86,158Hf,7.98E+3,1.10E-1
72,83,155Hf,7.92E+3,2.00
72,84,156Hf,7.95E+3,9.59E-1
72,81,153Hf,7.88E+3,2.00
72,82,154Hf,7.91E+3,2.00
72,98,170Hf,8.07E+3,1.64E-1
72,99,171Hf,8.06E+3,1.68E-1
72,99,171Hf,8.06E+3,1.68E-1
72,96,168Hf,8.06E+3,1.66E-1
72,97,169Hf,8.06E+3,1.65E-1
72,94,166Hf,8.05E+3,1.68E-1
72,95,167Hf,8.05E+3,1.67E-1
72,92,164Hf,8.04E+3,9.64E-2
72,93,165Hf,8.04E+3,1.69E-1
72,90,162Hf,8.02E+3,5.53E-2
72,91,163Hf,8.02E+3,1.57E-1
72,109,181Hf,8.02E+3,7.90E-3
72,108,180Hf,8.03E+3,7.90E-3
72,108,180Hf,8.03E+3,7.90E-3
72,107,179Hf,8.03E+3,7.90E-3
72,107,179Hf,8.03E+3,7.90E-3
72,107,179Hf,8.03E+3,7.90E-3
72,106,178Hf,8.04E+3,8.00E-3
72,106,178Hf,8.04E+3,8.00E-3
72,106,178Hf,8.04E+3,8.00E-3
72,105,177Hf,8.05E+3,8.00E-3
72,105,177Hf,8.05E+3,8.00E-3
72,105,177Hf,8.05E+3,8.00E-3
72,104,176Hf,8.06E+3,8.40E-3
72,103,175Hf,8.06E+3,1.30E-2
72,102,174Hf,8.06E+3,1.30E-2
72,101,173Hf,8.06E+3,1.61E-1
72,100,172Hf,8.07E+3,1.42E-1
72,110,182Hf,8.01E+3,3.39E-2
72,110,182Hf,8.01E+3,3.39E-2
72,118,190Hf,7.90E+3,2.00
72,117,189Hf,7.91E+3,2.00
72,116,188Hf,7.93E+3,2.00
72,115,187Hf,7.94E+3,1.00
72,114,186Hf,7.96E+3,2.75E-1
72,114,186Hf,7.96E+3,2.75E-1
72,113,185Hf,7.97E+3,3.47E-1
72,112,184Hf,7.99E+3,2.15E-1
72,112,184Hf,7.99E+3,2.15E-1
72,112,184Hf,7.99E+3,2.15E-1
72,111,183Hf,8.00E+3,1.64E-1
73,88,161Ta,7.95E+3,1.51E-1
73,88,161Ta,7.95E+3,1.51E-1
73,89,162Ta,7.96E+3,3.90E-1
73,86,159Ta,7.92E+3,1.23E-1
73,86,159Ta,7.92E+3,1.23E-1
73,87,160Ta,7.93E+3,3.39E-1
73,87,160Ta,7.93E+3,3.39E-1
73,84,157Ta,7.89E+3,9.55E-1
73,85,158Ta,7.90E+3,1.00
73,82,155Ta,7.85E+3,2.00
73,83,156Ta,7.87E+3,2.00
73,83,156Ta,7.87E+3,2.00
73,99,172Ta,8.03E+3,1.62E-1
73,97,170Ta,8.03E+3,1.64E-1
73,98,171Ta,8.03E+3,1.63E-1
73,95,168Ta,8.01E+3,1.66E-1
73,96,169Ta,8.03E+3,1.65E-1
73,93,166Ta,8.00E+3,1.68E-1
73,94,167Ta,8.01E+3,1.67E-1
73,91,164Ta,7.98E+3,1.70E-1
73,92,165Ta,8.00E+3,8.23E-2
