z,n,name,bindingEnergy,bindingEnergyUncertainty
110,172,282Ds,7.21E+3,1.00
110,160,270Ds,7.25E+3,1.45E-1
110,167,277Ds,7.23E+3,1.00
110,163,273Ds,7.25E+3,1.00
110,161,271Ds,7.25E+3,0.0
110,161,271Ds,7.25E+3,0.0
110,169,279Ds,7.22E+3,2.00
110,169,279Ds,7.22E+3,2.00
111,175,286Rg,7.18E+3,2.00
111,171,282Rg,7.20E+3,2.00
111,170,281Rg,7.20E+3,3.00
111,167,278Rg,7.21E+3,1.00
111,163,274Rg,7.22E+3,1.00
111,161,272Rg,7.22E+3,1.00
111,168,279Rg,7.21E+3,2.00
111,169,280Rg,7.21E+3,2.00
112,165,277Cn,7.20E+3,1.00
112,169,281Cn,7.19E+3,1.00
112,174,286Cn,7.18E+3,2.00
112,170,282Cn,7.19E+3,2.00
112,171,283Cn,7.19E+3,2.00
112,172,284Cn,7.19E+3,3.00
112,173,285Cn,7.18E+3,2.00
113,165,278Nh,7.18E+3,1.00
113,169,282Nh,7.17E+3,1.00
113,171,284Nh,7.17E+3,2.00
113,172,285Nh,7.17E+3,3.00
113,170,283Nh,7.17E+3,2.00
113,173,286Nh,7.16E+3,2.00
113,177,290Nh,7.15E+3,2.00
114,170,284Fl,7.16E+3,2.00
114,171,285Fl,7.15E+3,1.00
114,172,286Fl,7.15E+3,2.00
114,173,287Fl,7.15E+3,2.00
114,174,288Fl,7.15E+3,3.00
114,175,289Fl,7.14E+3,2.00
114,176,290Fl,7.14E+3,2.00
115,175,290Mc,7.13E+3,2.00
115,173,288Mc,7.13E+3,2.00
115,174,289Mc,7.13E+3,3.00
115,172,287Mc,7.13E+3,2.00
116,174,290Lv,7.12E+3,2.00
116,175,291Lv,7.11E+3,2.00
116,176,292Lv,7.11E+3,3.00
116,177,293Lv,7.11E+3,2.00
117,176,293Ts,7.09E+3,3.00
117,177,294Ts,7.09E+3,2.00
118,176,294Og,7.07E+3,2.00
